uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did,violence_detected
at://did:plc:l6aaiihzvnlyfrdtekqoejax/app.bsky.feed.post/3l4akvlxm4c2d,bafyreichr3h2suwk6jjyb62gaz7asdtrqhlvvutq7jouz4kap6t33sl3oy,"Aí dentro do seu coração, eu sei que você está sorrindo 😃",2024-09-16T03:31:58Z,0,0,18,2024-09-16T03:31:58Z,juzinhaalves.bsky.social,Ju Alves,did:plc:l6aaiihzvnlyfrdtekqoejax,sem violência detectada
at://did:plc:kwpgi44mtyql5rhsk3crnubn/app.bsky.feed.post/3l4bpesltxg2u,bafyreidqpxk6ahby3iw52y7kbx5vyuexg2iblbw3ujjri6kois73ocpevi,"Verdade, o púlpito era bem mais pesado",2024-09-16T14:24:43Z,0,0,0,2024-09-16T14:24:43Z,dafnepinheiro.bsky.social,Dafne Pinheiro - Faltam 18! 🇭🇺 🇧🇷,did:plc:kwpgi44mtyql5rhsk3crnubn,sem violência detectada
at://did:plc:kwo7qphsgqpisyoyt2ohg5te/app.bsky.feed.post/3l4aoeqqjr62l,bafyreih4r7biihzmzjetwpt4sx54aih7fe3ljl4oboxqrfgs4yq73nkp3q,"Sim merecemos mais inclusive dos seus posicionamentos no debate Tabata. As réplicas contra boulos e Nunes foram lamentáveis

Ao invés de ter retórica para a pergunta anterior que tinha feito, vc insistia em discutir os padrinhos políticos deles.",2024-09-16T04:34:08Z,1,0,3,2024-09-16T04:34:08Z,alpsouza.bsky.social,Aline,did:plc:kwo7qphsgqpisyoyt2ohg5te,sem violência detectada
at://did:plc:kwb72ajjowunw4g2jyfowbsd/app.bsky.feed.post/3l4al7biil52j,bafyreidv2bvm7gp7cndylhubs4fc7ogl3g2rn6kmv4hjaa2hj7gioy7ie4,Merece mais mesmo. Umas três cadeiradas no mínimo.,2024-09-16T03:37:22Z,0,0,4,2024-09-16T03:37:22Z,giulianosse.bsky.social,Michel Temer's Bizarre Adventures,did:plc:kwb72ajjowunw4g2jyfowbsd,sem violência detectada
at://did:plc:kbybumbfkres45phlgs2xbra/app.bsky.feed.post/3l4alcyvxie2w,bafyreiazsff67j2xbmmftr3yg27xuvfegjlknhlvflp2sdz4vf4rghkj5u,"Merece mesmo.
 Chega de homens, onde tem homem tem esse tipo de baixaria... nojo",2024-09-16T03:39:21Z,1,0,1,2024-09-16T03:39:21Z,lunnalully.bsky.social,𝕷𝖚𝖓𝖓𝖆 𝕷𝖚𝖑𝖑𝖞 𝄞,did:plc:kbybumbfkres45phlgs2xbra,sem violência detectada
at://did:plc:k2ajlvvbcxqif26oabwnnoir/app.bsky.feed.post/3l4baqnlyaw2r,bafyreihqnoc67ovn25xtqv6pg4g3ywndjvfy5qhf26fggwmq3v25o4wiuu,"Quando vcs aceitarem que não dá para debater com a extrema direita.
Educaram o povo a anos que os debates são locais de baixaria e briga de candidatos.
Agora colhe o que plantaram.",2024-09-16T10:02:54Z,0,0,0,2024-09-16T10:02:54Z,gustavomc.bsky.social,Kuro,did:plc:k2ajlvvbcxqif26oabwnnoir,sem violência detectada
at://did:plc:jllhxnt7fy6yojdaoa2afppu/app.bsky.feed.post/3l4am52dsjr27,bafyreidueevm2jeb7gzqis36f3x3kbxhtrkszhp5nyfv45jjgegezbjxru,Vc acabou de fazer dobradinha com uma candidata que chamou de sensata. Lembre-se ela foi na paulista pedir fora  Xandão.,2024-09-16T03:54:02Z,0,0,0,2024-09-16T03:54:02Z,genivaldo.bsky.social,Genivaldo OJ,did:plc:jllhxnt7fy6yojdaoa2afppu,sem violência detectada
at://did:plc:jllhxnt7fy6yojdaoa2afppu/app.bsky.feed.post/3l4alxldazg25,bafyreiaizru765jarwjh5qw7pzv2vsaho34rixcksm6xgi6jlsrra2zly4,"Não terá, todos atacam um aos outros. Sem exceção.",2024-09-16T03:50:58Z,0,0,0,2024-09-16T03:50:58Z,genivaldo.bsky.social,Genivaldo OJ,did:plc:jllhxnt7fy6yojdaoa2afppu,sem violência detectada
at://did:plc:j4hp3qbgec5fsbfk6wk7ynja/app.bsky.feed.post/3l4al4q5wrx2i,bafyreiezm2sylv3kxi33vbfgp4lplpfetje5vyk3rxfteyng4yax3tuywy,"Okay Tabata, agora me responde, se você tivesse que escolher uma cadeira, seria daquelas de madeira que tem em casa de vó?",2024-09-16T03:35:57Z,0,0,4,2024-09-16T03:35:57Z,delbemshow.bsky.social,Delbem Show,did:plc:j4hp3qbgec5fsbfk6wk7ynja,sem violência detectada
at://did:plc:irme3rm2xezanwwnzfqfcwzk/app.bsky.feed.post/3l4akx73trw26,bafyreiey6fhnli2ejpwjnryxhaelicu6z54gyrtolaw7wglwmcmw65lg7m,NA,2024-09-16T03:32:52Z,0,1,8,2024-09-16T03:32:52Z,licadasgalaxias.bsky.social,Lilica das Galáxias,did:plc:irme3rm2xezanwwnzfqfcwzk,sem violência detectada
at://did:plc:irlxg6wvdae4xjluxyae5ijy/app.bsky.feed.post/3l4aleptub222,bafyreigkn6lm54zngiqimhagmnpmwkj42hhvrvdq5lxeucc6i6oxzmei3u,"Infelizmente a população não quer saber de propostas, mal sabem fazer as 4 operações básicas de matemática. Imensa quantidade de analfabetos funcionais. Você tem que explicar suas propostas de um modo mais fácil, lúdico, atrativo, sei lá. É foda. Te falta ódio Tabata, vem pra galera da cadeirada tmb",2024-09-16T03:40:25Z,0,0,3,2024-09-16T03:40:25Z,nayanex.bsky.social,Nayanexx.pie,did:plc:irlxg6wvdae4xjluxyae5ijy,violência/ódio detectado
at://did:plc:iee6o2u2yjq64djwhsu4lobb/app.bsky.feed.post/3l4bcqvqdha2q,bafyreiasjzo5f7s5wg6eehjqt5ex7x3a2bpenuikkitn4inwoxkhlom3qe,Datena nosso Herói. Bateu foi pouco,2024-09-16T10:38:50Z,0,0,1,2024-09-16T10:38:50Z,fbinfica.bsky.social,NA,did:plc:iee6o2u2yjq64djwhsu4lobb,sem violência detectada
at://did:plc:huw7u6jn66rlrrgpxeijjjmb/app.bsky.feed.post/3l4b7odttqs2c,bafyreiestcfe4xugyj34pcq6pk4b4ylext4m6wg2xprjzlr5j2fkauztui,É de se matar.,2024-09-16T09:44:11Z,0,0,0,2024-09-16T09:43:44Z,dondracula.bsky.social,Don Drácula,did:plc:huw7u6jn66rlrrgpxeijjjmb,sem violência detectada
at://did:plc:frrzudiryqjo6trlndb3ivkj/app.bsky.feed.post/3l4bag7p4yb2y,bafyreihnar6c2ggageqtutlqxkdnpsu3nsffvmqqxrinxipsigcvrhmht4,"Será mesmo? Com a progressão sem avaliação nas escolas públicas,  basta não faltar para passar de ano. Hoje estamos colhendo o que foi plantado: uma sociedade idiotizada.",2024-09-16T09:57:05Z,0,0,0,2024-09-16T09:57:04Z,franz-josefh.bsky.social,Franz Josef,did:plc:frrzudiryqjo6trlndb3ivkj,sem violência detectada
at://did:plc:fpek2nlljau4iwvofzwzumxy/app.bsky.feed.post/3l4bimvr7me2o,bafyreibwdkhcdevohei4eertbgazt36upvunpm3y564y2cfg5k6bj7ivyu,É muito sobre isso. Vergonhoso a situação,2024-09-16T12:23:58Z,0,0,0,2024-09-16T12:23:58Z,willpetulante.bsky.social,NA,did:plc:fpek2nlljau4iwvofzwzumxy,sem violência detectada
at://did:plc:ewnzldfl5faee4fkbqeeukl2/app.bsky.feed.post/3l4aks4fsrd2y,bafyreib43au7vgucp5ydiqdqhjpjybs3avpwkq7uxcxn47v3chjxmyr7fi,Se jogar outra cadeira nele tem meu voto,2024-09-16T03:30:01Z,1,0,39,2024-09-16T03:30:01Z,diogoaprato.bsky.social,NA,did:plc:ewnzldfl5faee4fkbqeeukl2,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4akye7o6i2y,bafyreiavp27g6vfha6in342wu4cghfg3r3ad35uz5tnjgsyxz5m5xjy3su,"Escrota.

Da violência contra a mulher você não quis falar, sua hipócrita.

Só usa o erro do Datena contra ele.

Nojenta. Só pensa em celular.",2024-09-16T03:33:30Z,1,0,2,2024-09-16T03:33:30Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,violência/ódio detectado
at://did:plc:dnva3ke6osjbj3yjgfzh5y7b/app.bsky.feed.post/3l4b5nhzhwj26,bafyreiebwnx7leg6daazqv2op2rdhoosotqwrkocql3dfog36gy3rundda,Acho que nunca. Quem faz as leis são ineptos com interesses escusos. Não dá pra esperar muito mais do que isso.,2024-09-16T09:07:26Z,0,0,0,2024-09-16T09:07:26Z,alemello.bsky.social,AlêMello,did:plc:dnva3ke6osjbj3yjgfzh5y7b,sem violência detectada
at://did:plc:dnfzqd42nlgv4ozdmnik3bie/app.bsky.feed.post/3l4b6rbiby726,bafyreihnhopepige34idoiovumxt4vkmw3qh3bbok5kxgjkno3xun3xohm,"Tabata, te amamos, mas a atração por toda essa baixaria é forte demais pra mim.",2024-09-16T09:27:28Z,0,0,0,2024-09-16T09:27:28Z,helofernandes.bsky.social,NA,did:plc:dnfzqd42nlgv4ozdmnik3bie,sem violência detectada
at://did:plc:col5kyvhv76bm5lkqkhdh7wv/app.bsky.feed.post/3l4alhm2ua72k,bafyreife5d4g2dvq323is366uhamuhem4nrbtpmvp7t2qcficyrcnt57p4,"Na boa, o sujeito implorou para que isso acontecesse.
E você, apoia logo o #Boulos e seja Secretária de Educação da administração dele.",2024-09-16T03:42:01Z,0,0,3,2024-09-16T03:42:01Z,cipinzani.bsky.social,NA,did:plc:col5kyvhv76bm5lkqkhdh7wv,sem violência detectada
at://did:plc:buznjo4s6pc5jcdjsf532ouz/app.bsky.feed.post/3l4aky2ialu2m,bafyreiflqimda4bh2ettmhcr54taell4jt7lnukypfc3ogvyvhsh5thfi4,"pelo amor de deus
 da uma cadeirada nele também, mulher",2024-09-16T03:33:20Z,0,0,18,2024-09-16T03:33:20Z,bastosraph.bsky.social,Raphael Lorofous,did:plc:buznjo4s6pc5jcdjsf532ouz,sem violência detectada
at://did:plc:7tnrh3ppigqn4asdgxhlx3a6/app.bsky.feed.post/3l4behismdh2u,bafyreiatime3enmptoen2nfpdrh4e77fnjhwwhbyiajajf6t3pgockwvvu,"Esse tipo de ironia explica porque um fato que seria um escândalo num país sério, aqui é só fonte para memes…🤦‍♂️🙄",2024-09-16T11:09:22Z,0,0,0,2024-09-16T11:09:22Z,wallaby.bsky.social,Wallaby,did:plc:7tnrh3ppigqn4asdgxhlx3a6,sem violência detectada
at://did:plc:7fdm42zgqhaqhhatiwjt6tl4/app.bsky.feed.post/3l4b6m5p7g62d,bafyreiewm4oavda4cjur3bls6yq2niwfy7oa76ned4tpub62zqvn6zga2y,Ela se perdeu na personagem totalkkkkkk,2024-09-16T09:24:36Z,0,0,0,2024-09-16T09:24:36Z,darcijr.bsky.social,Darci Gonçalves,did:plc:7fdm42zgqhaqhhatiwjt6tl4,sem violência detectada
at://did:plc:5jid3akoa6hqfyeloy54diai/app.bsky.feed.post/3l4altsvda224,bafyreig44r46h6kdjgexpf7hdfcjsfxvacwb3j46srckolyumgvardew7e,A pergunta do Amassado foi respondida.,2024-09-16T03:48:52Z,0,0,1,2024-09-16T03:48:52Z,vgon.bsky.social,Velho Brasil Pobre,did:plc:5jid3akoa6hqfyeloy54diai,sem violência detectada
at://did:plc:4ke72rmu7a5ykuq25n5su2pk/app.bsky.feed.post/3l4b6ohfrlx2o,bafyreigpzonqau6miutrvsmdqxqfjpwrogcz4ylgyt6cqaprdff45t3lbe,"O nível do debate começa antes com ataques a candidatos em redes sociais, televisão e rádio. 
O clima dele é determinado pelos candidatos que optam por ataques aos adversário em vez de levar suas propostas.
Mas este é um assunto para quem espera uma política séria no Brasil.",2024-09-16T09:25:53Z,0,0,0,2024-09-16T09:25:53Z,nebert.bsky.social,Nebert,did:plc:4ke72rmu7a5ykuq25n5su2pk,sem violência detectada
at://did:plc:4cnabsjgdctc6yrws6khepja/app.bsky.feed.post/3l4aksqkzbi2n,bafyreibmdgty6l2zkhcyjxniofkqm26fe3gc7zi7puzgzeqlgqsylofiaa,Qualquer debate que tiver um PROVOCADOR terá esse tipo de risco.,2024-09-16T03:30:21Z,0,0,12,2024-09-16T03:30:21Z,frankminesotta.bsky.social,Dr. Frank James Minnesota,did:plc:4cnabsjgdctc6yrws6khepja,sem violência detectada
at://did:plc:44jtyr5xeiw6qpbilnxp5uxy/app.bsky.feed.post/3l4ann2wtx62w,bafyreid2oxzmwkoyvb5vhffg3jht5ys7ub52ahwmqll5vi5zpgfxlvmcyi,Vc falou do BO da esposa. Não pensa q não assistimos os outros encontros.,2024-09-16T04:20:53Z,1,0,1,2024-09-16T04:20:53Z,umamutti.bsky.social,Sandra 🦣,did:plc:44jtyr5xeiw6qpbilnxp5uxy,sem violência detectada
at://did:plc:3kcekugombg6hwgsyenqricu/app.bsky.feed.post/3l4awrqotsd2z,bafyreicfcnk4gogcsxo5nbe5w27dsyrtwlesc62xhmgwuwpqvr6zvdzlny,100% de acerto nessa cadeirada já ia ser um bom começo!,2024-09-16T07:04:32Z,0,0,0,2024-09-16T07:04:32Z,lucianouououyeah.bsky.social,Luciano 🇪🇭 🖖,did:plc:3kcekugombg6hwgsyenqricu,sem violência detectada
at://did:plc:2ttimiasyrukpflgdzuc5t2h/app.bsky.feed.post/3l4c55ntpng2n,bafyreibtxqilraqmyaft233vcnkzikbtslwfjgbytaa4u5h4pkijdpgape,"Tabata se isenta e perde credibilidade 
Lamaçal destila mentiras,  destilas fakenews, é associado ao pcc 
Comete crime contra a honra do Datena ofende e provoca 
Datena se exaltou mas não errou  não 
O coach mentiroso mereceu",2024-09-16T18:31:15Z,0,0,0,2024-09-16T18:31:15Z,affsoares.bsky.social,NA,did:plc:2ttimiasyrukpflgdzuc5t2h,sem violência detectada
at://did:plc:2s2su3ekpciwpkve3qvx4jnw/app.bsky.feed.post/3l4anlrccwd2f,bafyreibenbqc7rag3kxsuyrxbnsms2myar7arsmuwtdidotkiv34c26ape,bsky.app/profile/astr...,2024-09-16T04:20:07Z,0,0,3,2024-09-16T04:20:07Z,astrocassio.bsky.social,ᥴꪖᦓᦓ꠸ꪮ,did:plc:2s2su3ekpciwpkve3qvx4jnw,sem violência detectada
at://did:plc:2bhogepz6v4zy2ravibopuxg/app.bsky.feed.post/3l4b7j35vpn27,bafyreihn6lwudoqabhuiebbloko5x7jshkj6nz7aevqsqj362udepkx32i,Quando pararem de aceitar coachs trambiqueiros como candidatos.,2024-09-16T09:40:27Z,0,0,0,2024-09-16T09:40:27Z,jvcarts.bsky.social,JVCarts 🔞,did:plc:2bhogepz6v4zy2ravibopuxg,sem violência detectada
at://did:plc:wwj36moxsixq4dovyj7ihgng/app.bsky.feed.post/3l4bnwl3sph2u,bafyreidztbw6tihepznj5dzho4rsf57g4w4ymrbgeu6tjxvddyx6rn257i,"Que no dia 6 SP se pinte de laranja, é 4⃣0⃣❗💖",2024-09-16T13:58:38Z,0,0,0,2024-09-16T13:58:38Z,bayzusbee.bsky.social,Bayzusbee,did:plc:wwj36moxsixq4dovyj7ihgng,sem violência detectada
at://did:plc:tjmkty6yrfc4qrephwakooip/app.bsky.feed.post/3l4b6be5djm2q,bafyreicejt5bvrmenatzmokjbhd2mpad76fc5756y6xfclgn6ticogivou,"Datena teria feito melhor se tivesse  usado do seu tempo e perguntado ao TRE DE SP:  POR QUÊ MARCOLA NÃO TEM CANDIDATURA IMPUGNADA? 
ELE DESRESPEITA TODAS AS REGRAS, DESTRÓI E DESMORALIZA O PROCESSO ELEITORAL ABUSO DE PODER ECONÔMICO E USO INDEVIDO DA IMAGEM. SE UTILIZA DE MÁ FÉ O TEMPO INTEIRO.",2024-09-16T09:18:34Z,0,0,1,2024-09-16T09:18:34Z,angelinablue.bsky.social,Angelina🚩,did:plc:tjmkty6yrfc4qrephwakooip,sem violência detectada
at://did:plc:ndbynvrmyas7a6zzg22ccs3r/app.bsky.feed.post/3l4ahwemka62x,bafyreidc5ui35e52662yquwg3hwqrbof2tx27uknzoacooge3ccrmeceiy,"Regras do debate: proibido dar cadeirada no amiguinho, mas se quiser, pode.",2024-09-16T02:38:42Z,0,0,0,2024-09-16T02:38:42Z,guilhermerox.bsky.social,NA,did:plc:ndbynvrmyas7a6zzg22ccs3r,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4aipq7t2r22,bafyreiaiqur5xwgwghm5fj53btjfrnncecnjstb54dewgd5inmdp3x3v4u,"Tabata reclama de baixaria, mas FUGIU sobre o assunto de violência contra mulher.

Sua hipócrita.",2024-09-16T02:52:54Z,0,0,0,2024-09-16T02:52:54Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,violência/ódio detectado
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4ag53ffmn23,bafyreie6imcloyj57c455g3eaoeeet7k3hqbarx67q7rf75fpl5dlzswru,"Deixa seu pai descansar em paz, Tabata.

Todo debate vc trazendo o falecido.

Para com isso",2024-09-16T02:06:40Z,0,0,0,2024-09-16T02:06:40Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4afwekqkp2i,bafyreigwetuyi7fbt5vs7q43lj2r5j2zkqlncpb77uhoshg3xihqtz7ucm,"Todo debate, Tabata vem com o falecido pai, forçando assunto.

Eu tentei gostar viu.

Mas nem parece que é inteligente",2024-09-16T02:02:55Z,0,0,1,2024-09-16T02:02:55Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4af3opvtu2q,bafyreihzdjrusyoz7zuwdiifmiqe2hhchfze3qkqwkzr5uw4ynzx6tvzvq,"Tabata fugir da questão da violência contra mulher pra falar de roubo de celular? Que despreparada , patética.

O celular é muito importante pra geração da Tábata né.

Tiktoker",2024-09-16T01:47:59Z,0,0,0,2024-09-16T01:47:59Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,violência/ódio detectado
at://did:plc:2s2su3ekpciwpkve3qvx4jnw/app.bsky.feed.post/3l4ail33mux2m,bafyreifvhxv4v4asthwmzjof5qwqwjmxmqrmkpunzwmrgikcbw2qnum6lu,bsky.app/profile/astr...,2024-09-16T02:50:15Z,1,0,1,2024-09-16T02:50:15Z,astrocassio.bsky.social,ᥴꪖᦓᦓ꠸ꪮ,did:plc:2s2su3ekpciwpkve3qvx4jnw,sem violência detectada
at://did:plc:w3fwnyji4jkk4rhk52unxdwv/app.bsky.feed.post/3l4acagijct27,bafyreid3e4gqmbiifmjqrk2srzwjirdfgskaxq7pnomhw7x42fyt4v737m,NA,2024-09-16T00:56:57Z,0,0,1,2024-09-16T00:56:57Z,wal2025.bsky.social,Waldemar Vilhena,did:plc:w3fwnyji4jkk4rhk52unxdwv,sem violência detectada
at://did:plc:nsgk26oaho6azxybvonr35qe/app.bsky.feed.post/3l4bdpp72tk2v,bafyreicllahi2n5sb5flptw75ic7lmfhnsavcamxuvvzkjyszlu32omwhi,Futura presidenta ❤️,2024-09-16T10:56:03Z,0,0,0,2024-09-16T10:56:03Z,esdruxulo.bsky.social,Esdrúxulo (45/65),did:plc:nsgk26oaho6azxybvonr35qe,sem violência detectada
at://did:plc:k4e5m65gyywqcxn5po64bicq/app.bsky.feed.post/3l47werjhtk2p,bafyreicmghbrmbpmlyllnk2gzcgqn4a7m3tchipcev4kfcswipxyxwuv7a,"Eu (ainda) não voto em você, mas não sou cego: Pé-de-meia é um senhor projeto e dá orgulho vê-lo sendo executado.",2024-09-15T21:24:40Z,0,0,1,2024-09-15T21:24:39Z,favovs.bsky.social,Fa Vovs,did:plc:k4e5m65gyywqcxn5po64bicq,sem violência detectada
at://did:plc:irlxg6wvdae4xjluxyae5ijy/app.bsky.feed.post/3l47zk5el5q2t,bafyreifhvgsv664vu7hzxzd5oeaqdbohtkjipyuy3pcxdn6o6rfcnfv4xm,"Essa é a razão pela qual vc não consegue vencer Marçal  nas pesquisas. Você é muito ""boa moça"", toda ""perfeitinha"". Tão galera. Tão normal. Tão legal. Tão jovem. Tão nobre. Tão dotada. Tão centrada... que chega a ser chata, apesar das boas intenções. Vc precisa ser mais rock n' roll. Taca o foda-se.",2024-09-15T22:21:20Z,0,0,0,2024-09-15T22:21:20Z,nayanex.bsky.social,Nayanexx.pie,did:plc:irlxg6wvdae4xjluxyae5ijy,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4af4wwzob2l,bafyreiff2nzj7buoffu3z3e4cgb5s77jxekdsefawncq4txw5vinvcusuy,"Tabata, celular é mais importante que violência contra mulher né.

Tonhona",2024-09-16T01:48:42Z,0,0,0,2024-09-16T01:48:42Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,violência/ódio detectado
at://did:plc:xhg5g5dlb6i3kzdyn77dvl2x/app.bsky.feed.post/3l45mfmtnmv2q,bafyreiege72zvsxdgrw3pve2bgugqa4nmnt5joyvdh3qo5moh6ln6g26da,Para o bem de São Paulo vc deveria se juntar a Bolos para deter a maldita extrema direita. Seria ótimo ter vc com ele na prefeitura.,2024-09-14T23:20:50Z,1,0,1,2024-09-14T23:20:50Z,sissipas.bsky.social,Sissi,did:plc:xhg5g5dlb6i3kzdyn77dvl2x,sem violência detectada
at://did:plc:wbztshjyajpj374mkrpjak77/app.bsky.feed.post/3l47kzir4fr2d,bafyreig27o2nvh4kqzl7ny4ml3h37mwze5oiapg6lnzyrvh2vykxlqu5ra,"Oi Tabata... boa tarde, querida. Me manda mensagem no privado que eu tenho umas coisas pra conversar. Força guerreira",2024-09-15T18:01:29Z,0,0,0,2024-09-15T18:01:29Z,superdinossauro.bsky.social,Angel,did:plc:wbztshjyajpj374mkrpjak77,sem violência detectada
at://did:plc:w3fwnyji4jkk4rhk52unxdwv/app.bsky.feed.post/3l46znplqnf2f,bafyreig6usxirjjvhemmgjvyng5crxabtfhvqc4kokaeni6d2kariqtpla,NA,2024-09-15T12:50:42Z,0,0,0,2024-09-15T12:50:40Z,wal2025.bsky.social,Waldemar Vilhena,did:plc:w3fwnyji4jkk4rhk52unxdwv,sem violência detectada
at://did:plc:vthawgvxm6kvhbffghouq7oi/app.bsky.feed.post/3l45le66kxe2g,bafyreiecvqjsm72xczkmafeam2qz3uryh2gyo7z76gckiprh43tkmwzrbu,NA,2024-09-14T23:02:06Z,0,0,8,2024-09-14T23:02:06Z,paulgrandson.bsky.social,Prof.Paul_Grandson,did:plc:vthawgvxm6kvhbffghouq7oi,sem violência detectada
at://did:plc:smizrosbjfpm2c64i76ncxws/app.bsky.feed.post/3l45kde3u2s24,bafyreihhcfvokjejt54b2lapuigtnuebqprws4gsozujuilmaashfjfpea,"Você fez o melhor trabalho desta eleição. Independente do seu resultado pessoal, você tirou a possibilidade de mais um picareta e fanfarrão assumir um cargo majoritário em SP. Obrigado",2024-09-14T22:43:46Z,0,0,9,2024-09-14T22:43:46Z,carlos1fhc.bsky.social,Carlos Santos,did:plc:smizrosbjfpm2c64i76ncxws,sem violência detectada
at://did:plc:rq7f4umoy6qzu4zatenkyexk/app.bsky.feed.post/3l45mrt6xpy2n,bafyreic755zdrtebnciquhjx3rkcnbzlfz5nnoo4hhy6yx2owljpkovymm,Considero vc hoje a melhor política do Brasil. Precisamos de mais esquerdas igual a vc aqui no Brasil,2024-09-14T23:27:38Z,1,0,1,2024-09-14T23:27:38Z,marcel91.bsky.social,NA,did:plc:rq7f4umoy6qzu4zatenkyexk,sem violência detectada
at://did:plc:qjcbpbavpmyo5mm26ehlv2hu/app.bsky.feed.post/3l46r64y3si2x,bafyreiai7a5bm53pxnju326rbs3apfovjvcuphqvzunbwsn5abqvw3mwpu,👍🏾👏🏾👏🏾👏🏾,2024-09-15T10:18:47Z,0,0,0,2024-09-15T10:18:47Z,moacirmartins.bsky.social,NA,did:plc:qjcbpbavpmyo5mm26ehlv2hu,sem violência detectada
at://did:plc:pxdjr7psc4lmjgkc6zxczhwt/app.bsky.feed.post/3l47ehsqatn2f,bafyreih3ifyqpwsxemesdd4ltyuy64pxstchwox2u7mkxwt25i2j4fccve,"Dá para postar shorts aqui no BS 
Não relaxa o caradecú tem 3 semanas pra virar o jogo",2024-09-15T16:04:13Z,0,0,0,2024-09-15T16:04:13Z,xavierceci.bsky.social,Xavier,did:plc:pxdjr7psc4lmjgkc6zxczhwt,sem violência detectada
at://did:plc:k3d5qb5liv7soqvqgbvxt73y/app.bsky.feed.post/3l45v462mfr2d,bafyreiarr75d7vy5bs72m2c7ieqeykyi5aizzhnxkikx763hjsj55k2c2m,NA,2024-09-15T01:56:37Z,0,0,0,2024-09-15T01:56:37Z,heverton1.bsky.social,h. #Tabata4️⃣0️⃣,did:plc:k3d5qb5liv7soqvqgbvxt73y,sem violência detectada
at://did:plc:imydewextehyjujfq3b36t53/app.bsky.feed.post/3l47iqt3wpb2e,bafyreig56g4a6e5va5kjkuwkpupggjlmiw6wpf4dinx6ze3jeyl5am2isq,Do guri!,2024-09-15T17:20:47Z,0,0,0,2024-09-15T17:20:47Z,euleilabc.bsky.social,NA,did:plc:imydewextehyjujfq3b36t53,sem violência detectada
at://did:plc:f4fpeb4rekwutlp2opeyxxrf/app.bsky.feed.post/3l45lvsduyt24,bafyreiaud5qlaz27p2twdot7i7cvpjbiyiaegwpk7hbiumklomye54an3q,Tabata você é essencial para política! Estou na torcida para você se tornar prefeita de São Paulo.,2024-09-14T23:12:00Z,0,0,0,2024-09-14T23:12:00Z,rafaelcarneiro1.bsky.social,Rafael Carneiro,did:plc:f4fpeb4rekwutlp2opeyxxrf,sem violência detectada
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l45kkuysa622,bafyreiaobhkn6z357vq4rfmo44x6wvd5bk3wx524bksawmavefnjknsm24,"SP já elegeu Erundina, Marta e Haddad e a capital votou em peso no Lula nas eleições de 2022, qdo Ciro virou pó.",2024-09-14T22:47:59Z,0,0,1,2024-09-14T22:47:59Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,sem violência detectada
at://did:plc:ej6rfhwbcqaad2uj5omfiv4b/app.bsky.feed.post/3l45m2omlvx2g,bafyreigxncbixwoukbixvs3q7wvtsue3dtp4fqy6wkrztlazgvfkwaad3y,Tua campanha tá fantástica!,2024-09-14T23:14:43Z,0,0,0,2024-09-14T23:14:43Z,mikepapa.bsky.social,NA,did:plc:ej6rfhwbcqaad2uj5omfiv4b,sem violência detectada
at://did:plc:bkoh4ngy4mpjtd7q3ik5cz7p/app.bsky.feed.post/3l47kxap5cn24,bafyreicsqbc7deepuxe2yrbqenctwaczagqqczhvcdn5l4iqilmxrkk7ky,"😂😂😂😂 Além de competente, também tem bom humor. 

#Tabata40",2024-09-15T18:00:14Z,0,0,0,2024-09-15T18:00:14Z,elianediniz.bsky.social,ElianeDiniz,did:plc:bkoh4ngy4mpjtd7q3ik5cz7p,sem violência detectada
at://did:plc:a3aukvnfqrnn53huke756ltz/app.bsky.feed.post/3l45mdflerf2o,bafyreibthy6f6zkifth23wegsrdje6sjuqpewrqwyojo5s6w3vwgqafz6q,"oglobo.globo.com/politica/ele...
Resultado: Correa e salabert vão afundar juntos. E Engler, Fuad e Tramonte, 2 dos 3 vão pro segundo turno. E a esquerda se estabaca em BH!😅😃",2024-09-14T23:19:31Z,0,0,0,2024-09-14T23:19:31Z,mimebenetnash.bsky.social,Mime de Benetnash,did:plc:a3aukvnfqrnn53huke756ltz,sem violência detectada
